basis_id,degree_id,tex_label,beta_c1,beta_c2,beta_c3,parity,index_in_parity,basis_status,parity_source,provenance_kind,provenance_note,computation_hash
C_1_3.odd.051,C_1_3,"C_{1,3}",3,1,1,odd,51,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",a60b1006764940ec
C_1_3.odd.052,C_1_3,"C_{1,3}",3,1,1,odd,52,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",f71979d6f9e1b822
C_1_3.odd.053,C_1_3,"C_{1,3}",3,1,1,odd,53,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",0e52fcaf561f61e0
C_1_3.odd.054,C_1_3,"C_{1,3}",3,1,1,odd,54,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",5e631e19d8ea0e6a
C_1_3.odd.055,C_1_3,"C_{1,3}",3,1,1,odd,55,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",8855da6a9465ed2a
C_1_3.odd.056,C_1_3,"C_{1,3}",3,1,1,odd,56,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",8afb1d2607008b37
C_1_3.odd.057,C_1_3,"C_{1,3}",3,1,1,odd,57,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",4163f7c4216e7eea
C_1_3.odd.058,C_1_3,"C_{1,3}",3,1,1,odd,58,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",33812df28029683b
C_1_3.odd.059,C_1_3,"C_{1,3}",3,1,1,odd,59,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",4c0608f0ec0a5a4a
C_1_3.odd.060,C_1_3,"C_{1,3}",3,1,1,odd,60,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",a702749b2a75bd02
C_1_3.odd.061,C_1_3,"C_{1,3}",3,1,1,odd,61,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",3d469bab64233534
C_1_3.odd.062,C_1_3,"C_{1,3}",3,1,1,odd,62,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",e0917453e9dc0847
C_1_3.odd.063,C_1_3,"C_{1,3}",3,1,1,odd,63,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",42f19b9726dd1a01
C_1_3.odd.064,C_1_3,"C_{1,3}",3,1,1,odd,64,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",ef1f927ea941531c
C_1_3.odd.065,C_1_3,"C_{1,3}",3,1,1,odd,65,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",9ece8677806e1dc3
C_1_3.odd.066,C_1_3,"C_{1,3}",3,1,1,odd,66,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",ae2deaeab5ee458e
C_1_3.odd.067,C_1_3,"C_{1,3}",3,1,1,odd,67,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",15158b25b8cf75e3
C_1_3.odd.068,C_1_3,"C_{1,3}",3,1,1,odd,68,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",488016ae225d1c92
C_1_3.odd.069,C_1_3,"C_{1,3}",3,1,1,odd,69,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",955536f1dc6c6d2f
C_1_3.odd.070,C_1_3,"C_{1,3}",3,1,1,odd,70,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",fc55e8784d05a54f
C_1_3.odd.071,C_1_3,"C_{1,3}",3,1,1,odd,71,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",19a542d247f07c16
C_1_3.odd.072,C_1_3,"C_{1,3}",3,1,1,odd,72,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",9505c755c7410ba2
C_1_3.odd.073,C_1_3,"C_{1,3}",3,1,1,odd,73,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",bdbf2f217d40fd91
C_1_3.odd.074,C_1_3,"C_{1,3}",3,1,1,odd,74,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",5c67d245874cdba6
C_1_3.odd.075,C_1_3,"C_{1,3}",3,1,1,odd,75,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",f32f8e55e3055c86
C_1_3.odd.076,C_1_3,"C_{1,3}",3,1,1,odd,76,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",f101f7e7f62aa587
C_1_3.odd.077,C_1_3,"C_{1,3}",3,1,1,odd,77,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",69067faf3cc240dd
C_1_3.odd.078,C_1_3,"C_{1,3}",3,1,1,odd,78,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",241559a017ec70d1
C_1_3.odd.079,C_1_3,"C_{1,3}",3,1,1,odd,79,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",019b28bad0cfe9a9
C_1_3.odd.080,C_1_3,"C_{1,3}",3,1,1,odd,80,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",6be979a551a4c9a2
C_1_3.odd.081,C_1_3,"C_{1,3}",3,1,1,odd,81,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",91d8c58096136fa7
C_1_3.odd.082,C_1_3,"C_{1,3}",3,1,1,odd,82,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",e50532588980bae1
C_1_3.odd.083,C_1_3,"C_{1,3}",3,1,1,odd,83,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",4be61d1e7d37456c
C_1_3.odd.084,C_1_3,"C_{1,3}",3,1,1,odd,84,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",ac2085138a3c725c
C_1_3.odd.085,C_1_3,"C_{1,3}",3,1,1,odd,85,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",c26d808f4e9b6209
C_1_3.odd.086,C_1_3,"C_{1,3}",3,1,1,odd,86,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",2b904127482ae792
C_1_3.odd.087,C_1_3,"C_{1,3}",3,1,1,odd,87,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",2faeba222c4a3509
C_1_3.odd.088,C_1_3,"C_{1,3}",3,1,1,odd,88,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d4d588661f1036b7
C_1_3.odd.089,C_1_3,"C_{1,3}",3,1,1,odd,89,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",8856b35104a74b75
C_1_3.odd.090,C_1_3,"C_{1,3}",3,1,1,odd,90,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",867d5dc9838106f4
C_1_3.odd.091,C_1_3,"C_{1,3}",3,1,1,odd,91,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",e2c46e732c688c45
C_1_3.odd.092,C_1_3,"C_{1,3}",3,1,1,odd,92,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",15beef9e8ee32ec2
C_1_3.odd.093,C_1_3,"C_{1,3}",3,1,1,odd,93,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",bf933031e03a1941
C_2_3.even.001,C_2_3,"C_{2,3}",1,3,1,even,1,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",5278a09a85ffa635
C_2_3.even.002,C_2_3,"C_{2,3}",1,3,1,even,2,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",081febca06a6af51
C_2_3.even.003,C_2_3,"C_{2,3}",1,3,1,even,3,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",34563394568d5319
C_2_3.even.004,C_2_3,"C_{2,3}",1,3,1,even,4,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",a5d47ee9989bcd98
C_2_3.even.005,C_2_3,"C_{2,3}",1,3,1,even,5,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",ca03e46c5fa371b7
C_2_3.even.006,C_2_3,"C_{2,3}",1,3,1,even,6,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",70c9726fe77407a1
C_2_3.even.007,C_2_3,"C_{2,3}",1,3,1,even,7,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",55029a26b98470e8
C_2_3.even.008,C_2_3,"C_{2,3}",1,3,1,even,8,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",dc9606012e2bae1c
C_2_3.even.009,C_2_3,"C_{2,3}",1,3,1,even,9,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",2b2d96a71e5617a7
C_2_3.even.010,C_2_3,"C_{2,3}",1,3,1,even,10,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d84aab8ee9dbb2cc
C_2_3.even.011,C_2_3,"C_{2,3}",1,3,1,even,11,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",78aec5889106c638
C_2_3.even.012,C_2_3,"C_{2,3}",1,3,1,even,12,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",fb48830ee93fddf8
C_2_3.even.013,C_2_3,"C_{2,3}",1,3,1,even,13,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",f46382fee3c7f707
C_2_3.even.014,C_2_3,"C_{2,3}",1,3,1,even,14,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",7751a8b4288bb139
C_2_3.even.015,C_2_3,"C_{2,3}",1,3,1,even,15,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",9d79d5763a278047
C_2_3.even.016,C_2_3,"C_{2,3}",1,3,1,even,16,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",a5de20059ec40f2a
C_2_3.even.017,C_2_3,"C_{2,3}",1,3,1,even,17,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",bdc75e55295000ca
C_2_3.even.018,C_2_3,"C_{2,3}",1,3,1,even,18,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",bea867fe563eec03
C_2_3.even.019,C_2_3,"C_{2,3}",1,3,1,even,19,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",9f52b4adeb0431c8
C_2_3.even.020,C_2_3,"C_{2,3}",1,3,1,even,20,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",8eb3d33c683f01f0
C_2_3.even.021,C_2_3,"C_{2,3}",1,3,1,even,21,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",222d6efa7c1e1e6d
C_2_3.even.022,C_2_3,"C_{2,3}",1,3,1,even,22,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",57427866b341b11d
C_2_3.even.023,C_2_3,"C_{2,3}",1,3,1,even,23,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",95cecc322ff60f82
C_2_3.even.024,C_2_3,"C_{2,3}",1,3,1,even,24,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",cbfde9ebe9044fae
C_2_3.even.025,C_2_3,"C_{2,3}",1,3,1,even,25,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",bc125b610b00d109
C_2_3.even.026,C_2_3,"C_{2,3}",1,3,1,even,26,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d5ddf99ed3d89489
C_2_3.even.027,C_2_3,"C_{2,3}",1,3,1,even,27,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",a2f7b853181339c4
C_2_3.even.028,C_2_3,"C_{2,3}",1,3,1,even,28,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",679a9274d6a36ff5
C_2_3.even.029,C_2_3,"C_{2,3}",1,3,1,even,29,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d7c9da3073a3466a
C_2_3.odd.001,C_2_3,"C_{2,3}",1,3,1,odd,1,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",5bffb41304c3a883
C_2_3.odd.002,C_2_3,"C_{2,3}",1,3,1,odd,2,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",a6d013f4fe7c9c78
C_2_3.odd.003,C_2_3,"C_{2,3}",1,3,1,odd,3,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",73ff8f7725f0dd6d
C_2_3.odd.004,C_2_3,"C_{2,3}",1,3,1,odd,4,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",10b5d7f7499faebe
C_2_3.odd.005,C_2_3,"C_{2,3}",1,3,1,odd,5,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",044a22bfed02675d
C_2_3.odd.006,C_2_3,"C_{2,3}",1,3,1,odd,6,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",5877d410b6c9bf8d
C_2_3.odd.007,C_2_3,"C_{2,3}",1,3,1,odd,7,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",8d57d9f42f263344
C_2_3.odd.008,C_2_3,"C_{2,3}",1,3,1,odd,8,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",08d29551fa963498
C_2_3.odd.009,C_2_3,"C_{2,3}",1,3,1,odd,9,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",eee521824e0e7f4a
C_2_3.odd.010,C_2_3,"C_{2,3}",1,3,1,odd,10,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",aeb43b117062f184
C_2_3.odd.011,C_2_3,"C_{2,3}",1,3,1,odd,11,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",8010bf262ed94ed6
C_2_3.odd.012,C_2_3,"C_{2,3}",1,3,1,odd,12,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",10eb34ab34cad0a9
C_2_3.odd.013,C_2_3,"C_{2,3}",1,3,1,odd,13,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d3dc1ff3b2f3614c
C_2_3.odd.014,C_2_3,"C_{2,3}",1,3,1,odd,14,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",649bedb7264c0530
C_2_3.odd.015,C_2_3,"C_{2,3}",1,3,1,odd,15,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d8cfe8be7cb0f380
C_2_3.odd.016,C_2_3,"C_{2,3}",1,3,1,odd,16,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",ebc4ef33c6339955
C_2_3.odd.017,C_2_3,"C_{2,3}",1,3,1,odd,17,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",c5be59e46ffe30d2
C_2_3.odd.018,C_2_3,"C_{2,3}",1,3,1,odd,18,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d03ea2f330200692
C_2_3.odd.019,C_2_3,"C_{2,3}",1,3,1,odd,19,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",a6a2a54db3f523c8
C_2_3.odd.020,C_2_3,"C_{2,3}",1,3,1,odd,20,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",e18f61c57179250d
C_2_3.odd.021,C_2_3,"C_{2,3}",1,3,1,odd,21,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",b0cef74119abd2dd
C_2_3.odd.022,C_2_3,"C_{2,3}",1,3,1,odd,22,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",4b39d852dd43432a
C_2_3.odd.023,C_2_3,"C_{2,3}",1,3,1,odd,23,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",723c459ee9d54abe
C_2_3.odd.024,C_2_3,"C_{2,3}",1,3,1,odd,24,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",6cc9d8f9fd2b568c
C_2_3.odd.025,C_2_3,"C_{2,3}",1,3,1,odd,25,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",60dfea3a8dd149de
C_2_3.odd.026,C_2_3,"C_{2,3}",1,3,1,odd,26,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d8e97102a470938c
C_2_3.odd.027,C_2_3,"C_{2,3}",1,3,1,odd,27,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",376df2118c4272d0
C_2_3.odd.028,C_2_3,"C_{2,3}",1,3,1,odd,28,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",de9e48de09e23586
C_2_3.odd.029,C_2_3,"C_{2,3}",1,3,1,odd,29,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",90cec226bb2b9c58
C_2_3.odd.030,C_2_3,"C_{2,3}",1,3,1,odd,30,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",8e853ceaae0c0fd2
C_2_3.odd.031,C_2_3,"C_{2,3}",1,3,1,odd,31,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",183ceea7ebdfe9da
C_2_3.odd.032,C_2_3,"C_{2,3}",1,3,1,odd,32,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",c02d7edcec320df9
C_2_3.odd.033,C_2_3,"C_{2,3}",1,3,1,odd,33,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",80dfe1c33bc0bac5
