basis_id,degree_id,tex_label,beta_c1,beta_c2,beta_c3,parity,index_in_parity,basis_status,parity_source,provenance_kind,provenance_note,computation_hash
C_3_3.odd.017,C_3_3,"C_{3,3}",1,1,3,odd,17,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",4235cadfeb6d4ad0
C_3_3.odd.018,C_3_3,"C_{3,3}",1,1,3,odd,18,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",46dda54695c6f82b
C_3_3.odd.019,C_3_3,"C_{3,3}",1,1,3,odd,19,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",165d0e467b744d7e
C_3_3.odd.020,C_3_3,"C_{3,3}",1,1,3,odd,20,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",c8e861882da40ee2
C_3_3.odd.021,C_3_3,"C_{3,3}",1,1,3,odd,21,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",e97edefbf1f1d85d
C_3_3.odd.022,C_3_3,"C_{3,3}",1,1,3,odd,22,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",070bb64d4711039b
C_3_3.odd.023,C_3_3,"C_{3,3}",1,1,3,odd,23,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",28dc2f2112758911
C_3_3.odd.024,C_3_3,"C_{3,3}",1,1,3,odd,24,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",94e5bec5a9be3c3b
C_3_3.odd.025,C_3_3,"C_{3,3}",1,1,3,odd,25,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",035d44fd412d1b7f
C_3_3.odd.026,C_3_3,"C_{3,3}",1,1,3,odd,26,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",34667b72462464f5
C_3_3.odd.027,C_3_3,"C_{3,3}",1,1,3,odd,27,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",e50d09d2fdaab20f
C_3_3.odd.028,C_3_3,"C_{3,3}",1,1,3,odd,28,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",ac335a80fe82dbbb
C_3_3.odd.029,C_3_3,"C_{3,3}",1,1,3,odd,29,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",eb9de543c60ba3df
C_3_3.odd.030,C_3_3,"C_{3,3}",1,1,3,odd,30,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",2620a075955bc3c1
C_3_3.odd.031,C_3_3,"C_{3,3}",1,1,3,odd,31,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",9f25a0ee38872daf
C_3_3.odd.032,C_3_3,"C_{3,3}",1,1,3,odd,32,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",f24f6532c022307f
C_3_3.odd.033,C_3_3,"C_{3,3}",1,1,3,odd,33,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",20c44c1ebfee1bd4
C_3_3.odd.034,C_3_3,"C_{3,3}",1,1,3,odd,34,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",5c227b214d11a687
C_3_3.odd.035,C_3_3,"C_{3,3}",1,1,3,odd,35,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",c2e227ea88163997
C_3_3.odd.036,C_3_3,"C_{3,3}",1,1,3,odd,36,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",1c30ac4fe24b919d
C_3_3.odd.037,C_3_3,"C_{3,3}",1,1,3,odd,37,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",e46bba7652e81e1a
C_3_3.odd.038,C_3_3,"C_{3,3}",1,1,3,odd,38,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",7e92839574e62f8e
C_3_3.odd.039,C_3_3,"C_{3,3}",1,1,3,odd,39,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",8c2f60a875cf0a86
C_3_3.odd.040,C_3_3,"C_{3,3}",1,1,3,odd,40,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",ef2dca269627ee36
C_3_3.odd.041,C_3_3,"C_{3,3}",1,1,3,odd,41,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",eef5bbbaf4859704
C_3_3.odd.042,C_3_3,"C_{3,3}",1,1,3,odd,42,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",3b911a1a8f2253ba
C_3_3.odd.043,C_3_3,"C_{3,3}",1,1,3,odd,43,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d97fc3e24f920885
C_3_3.odd.044,C_3_3,"C_{3,3}",1,1,3,odd,44,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",9cb0fe435a15d985
C_3_3.odd.045,C_3_3,"C_{3,3}",1,1,3,odd,45,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",09361adf54f01bc6
C_3_3.odd.046,C_3_3,"C_{3,3}",1,1,3,odd,46,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",bffa888f828598ae
C_3_3.odd.047,C_3_3,"C_{3,3}",1,1,3,odd,47,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",6bba60a81ae08883
C_3_3.odd.048,C_3_3,"C_{3,3}",1,1,3,odd,48,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",255470913886137a
C_3_3.odd.049,C_3_3,"C_{3,3}",1,1,3,odd,49,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",4d51319571382eda
C_3_3.odd.050,C_3_3,"C_{3,3}",1,1,3,odd,50,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",8bd60cf7a2a99be1
C_3_3.odd.051,C_3_3,"C_{3,3}",1,1,3,odd,51,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",e238c2dddc44e614
C_3_3.odd.052,C_3_3,"C_{3,3}",1,1,3,odd,52,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d58e7c7c1b5af5ed
C_3_3.odd.053,C_3_3,"C_{3,3}",1,1,3,odd,53,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",a12bdc47033d372b
C_3_3.odd.054,C_3_3,"C_{3,3}",1,1,3,odd,54,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",ce020e6735806d8f
C_3_3.odd.055,C_3_3,"C_{3,3}",1,1,3,odd,55,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",0fbba7bda6e4a2c1
C_3_3.odd.056,C_3_3,"C_{3,3}",1,1,3,odd,56,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d0e4f8589c6ecf9b
C_3_3.odd.057,C_3_3,"C_{3,3}",1,1,3,odd,57,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",91f3120005e0158e
C_3_3.odd.058,C_3_3,"C_{3,3}",1,1,3,odd,58,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",cc64d717948f4f4a
C_3_3.odd.059,C_3_3,"C_{3,3}",1,1,3,odd,59,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",b14cfaf97bf6f668
C_3_3.odd.060,C_3_3,"C_{3,3}",1,1,3,odd,60,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",074c65d96f841d90
C_3_3.odd.061,C_3_3,"C_{3,3}",1,1,3,odd,61,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",e52c21ded1480efd
C_3_3.odd.062,C_3_3,"C_{3,3}",1,1,3,odd,62,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",423501ef455a202d
C_3_3.odd.063,C_3_3,"C_{3,3}",1,1,3,odd,63,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",4c16861f9aac2cda
C_3_3.odd.064,C_3_3,"C_{3,3}",1,1,3,odd,64,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",ba7318958515c6f8
C_3_3.odd.065,C_3_3,"C_{3,3}",1,1,3,odd,65,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",80b3dc9feaa8d9ac
C_3_3.odd.066,C_3_3,"C_{3,3}",1,1,3,odd,66,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",1005b2bfe30665db
C_3_3.odd.067,C_3_3,"C_{3,3}",1,1,3,odd,67,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",be941c369ca8015c
C_3_3.odd.068,C_3_3,"C_{3,3}",1,1,3,odd,68,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",7927f4b1ca572f34
C_3_3.odd.069,C_3_3,"C_{3,3}",1,1,3,odd,69,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",51518faef66d7eec
C_3_3.odd.070,C_3_3,"C_{3,3}",1,1,3,odd,70,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",e4c1b0d66d05b055
C_3_3.odd.071,C_3_3,"C_{3,3}",1,1,3,odd,71,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",e94057f52b58c320
C_3_3.odd.072,C_3_3,"C_{3,3}",1,1,3,odd,72,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",455f8b715bc54503
C_3_3.odd.073,C_3_3,"C_{3,3}",1,1,3,odd,73,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",f2ebc1bc6b5720e3
C_3_3.odd.074,C_3_3,"C_{3,3}",1,1,3,odd,74,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",c494478d71d3cd6a
C_3_3.odd.075,C_3_3,"C_{3,3}",1,1,3,odd,75,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",7342bd201dde088b
C_3_3.odd.076,C_3_3,"C_{3,3}",1,1,3,odd,76,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",e407c6c62f83211e
C_3_3.odd.077,C_3_3,"C_{3,3}",1,1,3,odd,77,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",16353a3967138943
C_3_3.odd.078,C_3_3,"C_{3,3}",1,1,3,odd,78,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",509ae17b1f926016
C_3_3.odd.079,C_3_3,"C_{3,3}",1,1,3,odd,79,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d039e3bc45045941
C_3_3.odd.080,C_3_3,"C_{3,3}",1,1,3,odd,80,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",bc952da2320e3ff5
C_3_3.odd.081,C_3_3,"C_{3,3}",1,1,3,odd,81,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",1d4589bd15ff78d7
C_3_3.odd.082,C_3_3,"C_{3,3}",1,1,3,odd,82,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",422470cf83b31afd
C_3_3.odd.083,C_3_3,"C_{3,3}",1,1,3,odd,83,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",71b32999243a70cd
C_3_3.odd.084,C_3_3,"C_{3,3}",1,1,3,odd,84,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",92d3837dbe34a0e9
C_3_3.odd.085,C_3_3,"C_{3,3}",1,1,3,odd,85,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",5486cfe20b96d79a
C_3_3.odd.086,C_3_3,"C_{3,3}",1,1,3,odd,86,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",394b4ed04417ea68
C_3_3.odd.087,C_3_3,"C_{3,3}",1,1,3,odd,87,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",9c911c7044a1dcea
C_3_3.odd.088,C_3_3,"C_{3,3}",1,1,3,odd,88,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",07eb57b4ceedbbb2
C_3_3.odd.089,C_3_3,"C_{3,3}",1,1,3,odd,89,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",020835583b9ce67f
C_3_3.odd.090,C_3_3,"C_{3,3}",1,1,3,odd,90,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",31697b97ccc4e921
C_3_3.odd.091,C_3_3,"C_{3,3}",1,1,3,odd,91,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",b008ef90fadf931d
C_3_3.odd.092,C_3_3,"C_{3,3}",1,1,3,odd,92,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",0fa8582ce1dc40ec
C_3_3.odd.093,C_3_3,"C_{3,3}",1,1,3,odd,93,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",13a986ab8dc55b1f
C_1_4.even.001,C_1_4,"C_{1,4}",4,1,1,even,1,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",9b10d3cefa46807f
C_1_4.even.002,C_1_4,"C_{1,4}",4,1,1,even,2,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",91c140d4186392f6
C_1_4.even.003,C_1_4,"C_{1,4}",4,1,1,even,3,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",11ceea645b8b9ae8
C_1_4.even.004,C_1_4,"C_{1,4}",4,1,1,even,4,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",a0643893d95b53a0
C_1_4.even.005,C_1_4,"C_{1,4}",4,1,1,even,5,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",5538f9d93f197f0b
C_1_4.even.006,C_1_4,"C_{1,4}",4,1,1,even,6,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",e5a335631536fe0a
C_1_4.even.007,C_1_4,"C_{1,4}",4,1,1,even,7,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",2c81b21cfff98b3e
C_1_4.even.008,C_1_4,"C_{1,4}",4,1,1,even,8,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",fb5c8059d744bac5
C_1_4.even.009,C_1_4,"C_{1,4}",4,1,1,even,9,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",1e26ae87e5063ff6
C_1_4.even.010,C_1_4,"C_{1,4}",4,1,1,even,10,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",7e1de175a3cdaa68
C_2_4.even.001,C_2_4,"C_{2,4}",1,4,1,even,1,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",4bee76cc367ec68d
C_2_4.even.002,C_2_4,"C_{2,4}",1,4,1,even,2,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",a12de1f5c75fc83b
C_2_4.even.003,C_2_4,"C_{2,4}",1,4,1,even,3,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",13fcce5d91ea1587
C_2_4.even.004,C_2_4,"C_{2,4}",1,4,1,even,4,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",68fa91a1af68e4a4
C_2_4.even.005,C_2_4,"C_{2,4}",1,4,1,even,5,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",99617484db0e41d6
C_2_4.even.006,C_2_4,"C_{2,4}",1,4,1,even,6,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",f3dcbc32f4fc2e38
C_2_4.even.007,C_2_4,"C_{2,4}",1,4,1,even,7,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",8e8394c9f7cd0937
C_2_4.even.008,C_2_4,"C_{2,4}",1,4,1,even,8,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",4810825ef4bc0839
C_2_4.even.009,C_2_4,"C_{2,4}",1,4,1,even,9,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",44b44fa1218e2020
C_2_4.even.010,C_2_4,"C_{2,4}",1,4,1,even,10,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",af2af856c61b3a58
C_3_4.even.001,C_3_4,"C_{3,4}",1,1,4,even,1,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",0bf9eee619c7fde0
C_3_4.even.002,C_3_4,"C_{3,4}",1,1,4,even,2,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",d980b906f48fbb4d
C_3_4.even.003,C_3_4,"C_{3,4}",1,1,4,even,3,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",1f2627cee292d884
C_3_4.even.004,C_3_4,"C_{3,4}",1,1,4,even,4,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",7606e5747826b8c9
C_3_4.even.005,C_3_4,"C_{3,4}",1,1,4,even,5,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",f31d3ba0fa48ba31
C_3_4.even.006,C_3_4,"C_{3,4}",1,1,4,even,6,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",e528646f75197182
C_3_4.even.007,C_3_4,"C_{3,4}",1,1,4,even,7,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",3dac058c9e68f850
C_3_4.even.008,C_3_4,"C_{3,4}",1,1,4,even,8,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",c323960c20be9296
C_3_4.even.009,C_3_4,"C_{3,4}",1,1,4,even,9,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",b791f385460392c1
C_3_4.even.010,C_3_4,"C_{3,4}",1,1,4,even,10,target_reference_basis,weyl_transport,weyl_transport_from_a_ij,"even real-root Weyl transport s_k(a_ij)=C_{k,4}; parity preserved from a_ij:10|0",63a645ef4162bb04
